68	0
68	1
70	2
70	3
71	4
71	5
72	6
73	7
73	8
74	9
74	10
75	11
76	12
76	13
77	14
78	15
78	16
79	17
79	18
80	19
81	20
81	21
82	22
82	23
83	24
84	25
84	26
85	27
86	28
86	29
87	30
88	31
88	32
89	33
89	34
90	35
91	36
91	37
92	38
92	39
93	40
94	41
94	42
95	43
95	44
96	45
97	46
97	47
98	48
99	49
99	50
100	51
100	52
101	53
102	54
102	55
103	56
103	57
104	58
105	59
105	60
106	61
107	62
107	63
108	64
108	65
109	66
110	67
110	68
111	69
111	70
112	71
113	72
113	73
114	74
115	75
115	76
116	77
116	78
117	79
118	80
118	81
119	82
119	83
120	84
121	85
121	86
122	87
123	88
123	89
124	90
124	91
125	92
125	93
126	94
127	95
127	96
128	97
129	98
129	99
