38	0
38	1
39	2
40	3
48	4
49	5
49	6
50	7
50	8
51	9
52	10
60	11
61	12
61	13
62	14
62	15
63	16
71	17
72	18
72	19
73	20
74	21
74	22
83	23
83	24
84	25
84	26
85	27
86	28
86	29
94	30
95	31
96	32
96	33
97	34
97	35
106	36
106	37
107	38
108	39
108	40
109	41
113	42
114	43
115	44
115	45
116	46
116	47
125	48
125	49
126	50
127	51
127	52
128	53
128	54
137	55
137	56
138	57
138	58
139	59
140	60
148	61
149	62
149	63
150	64
150	65
151	66
152	67
160	68
161	69
161	70
162	71
162	72
163	73
171	74
172	75
172	76
173	77
174	78
174	79
183	80
183	81
184	82
184	83
185	84
186	85
182	86
187	87
187	88
188	89
189	90
189	91
190	92
194	93
195	94
195	95
196	96
197	97
197	98
199	99
