25.752249000007055	0
26.899433000011186	1
28.036658000004877	2
29.179992999999627	3
30.319431000009445	4
31.569117000003644	5
32.716049000001135	6
33.96848100000227	7
35.21813800000473	8
52.479797000003714	9
53.729594000003544	10
54.98256700001036	11
56.22102200000256	12
57.267463000002294	13
58.517090000009375	14
59.7918340000092	15
61.06763000001081	16
62.30313000000365	17
63.55633300000818	18
88.82603700000402	19
90.07581300001277	20
91.32862600000635	21
92.58724000000029	22
93.83689599999911	23
95.087735000007	24
120.31494800000075	25
121.56470500001149	26
122.83944900001131	27
124.08906500000683	28
125.14888200000485	29
126.20269800000017	30
127.45232500000725	31
128.61465600001054	32
129.86432200000309	33
131.11394900001017	34
156.3818690000005	35
157.63163600000496	36
158.88125200000047	37
160.1395750000023	38
161.38922200001105	39
162.64113300000815	40
163.8907590000116	41
165.144944000005	42
166.39456100000416	43
167.64836500000513	44
192.92756700001235	45
194.18153200000177	46
195.43116800001314	47
196.5995609999993	48
197.84921700001235	49
199.0988530000095	50
200.35728599999914	51
201.61000900000658	52
202.85963500001003	53
204.1126890000129	54
229.22274000001153	55
230.47575300000744	56
231.72540900000627	57
232.84534000001145	58
234.12010400001293	59
235.36971100000414	60
236.62718200000654	61
237.8768180000037	62
239.12646500001244	63
260.387448000003	64
261.6238390000092	65
262.87346500001263	66
264.12791100000277	67
265.1778290000095	68
266.452593000011	69
267.70498500000883	70
268.97967900001163	71
270.2298660000082	72
271.4822480000123	73
292.7584990000014	74
294.00827599999957	75
295.2578930000129	76
296.4524750000095	77
297.50814400000536	78
298.75776000000087	79
300.007377	80
301.0871420000001	81
302.3367880000052	82
303.586425000006	83
328.8501570000051	84
330.0999140000016	85
331.3514840000096	86
332.6161690000049	87
333.85185900000636	88
335.1014760000055	89
359.4771470000069	90
360.72282599999994	91
361.9558510000047	92
363.2316470000063	93
364.48262500000794	94
365.71555000000444	95
366.9484549999993	96
368.2276970000089	97
369.46510100000296	98
370.6980460000011	99
